ts_s,pid,tid,fs_magic,device_id,inode_id,op,total_time,total_requests,hist0,hist1,hist2,hist3,hist4,hist5,hist6,hist7
2025-08-27 14:08:30.667145,13019,13494,1397703499,0,59600,0,655537,118,21,79,18,0,0,0,0,0
2025-08-27 14:08:30.667145,13253,16540,1397703499,0,70045,0,29918,3,0,2,1,0,0,0,0,0
2025-08-27 14:08:30.667145,838,12627,1397703499,0,58792,0,2142,1,0,1,0,0,0,0,0,0
2025-08-27 14:08:30.667145,13019,13524,1397703499,0,59600,1,1330706,35,0,0,34,1,0,0,0,0
2025-08-27 14:08:30.667145,12825,12914,16914836,0,5637,1,279241,38,1,30,7,0,0,0,0,0
2025-08-27 14:08:30.667145,13019,13494,1397703499,0,59600,1,2397204,51,0,0,48,3,0,0,0,0
2025-08-27 14:08:30.667145,13192,13201,1346981957,0,57676,0,436874,74,33,39,1,1,0,0,0,0
2025-08-27 14:08:30.667145,13019,13019,1346981957,0,56673,1,149738,19,3,9,7,0,0,0,0,0
2025-08-27 14:08:30.667145,13253,16545,1397703499,0,70045,1,103235,3,0,0,3,0,0,0,0,0
2025-08-27 14:08:30.667145,838,15305,16914836,0,5598,0,38653,30,12,18,0,0,0,0,0,0
2025-08-27 14:08:30.667145,13019,13019,1397703499,0,59392,1,600625,16,0,0,16,0,0,0,0,0
2025-08-27 14:08:30.667145,13019,13524,1397703499,0,59392,0,213262,62,17,41,4,0,0,0,0,0
2025-08-27 14:08:30.667145,13095,13670,1397703499,0,59289,0,1480336,281,66,180,35,0,0,0,0,0
2025-08-27 14:08:30.667145,13019,13524,1397703499,0,59600,0,661743,104,15,73,16,0,0,0,0,0
2025-08-27 14:08:30.667145,838,15375,16914836,0,5637,0,123371,44,22,21,1,0,0,0,0,0
2025-08-27 14:08:30.667145,838,15375,16914836,0,5622,0,78674,34,15,18,1,0,0,0,0,0
2025-08-27 14:08:30.667145,13253,16578,1397703499,0,70808,1,767640,24,0,0,24,0,0,0,0,0
2025-08-27 14:08:30.667145,13019,13494,1397703499,0,59392,0,90083,38,12,26,0,0,0,0,0,0
2025-08-27 14:08:30.667145,13019,13524,1397703499,0,59392,1,789005,21,0,0,20,1,0,0,0,0
2025-08-27 14:08:30.667145,13019,13495,1397703499,0,59555,0,1384659,262,75,162,24,1,0,0,0,0
2025-08-27 14:08:30.667145,13019,13495,1397703499,0,59555,1,3938688,129,0,1,127,1,0,0,0,0
2025-08-27 14:08:30.667145,13019,13494,1397703499,0,70807,0,88167,46,18,28,0,0,0,0,0,0
2025-08-27 14:08:30.667145,13019,13524,1397703499,0,59555,0,1341138,308,95,181,31,1,0,0,0,0
2025-08-27 14:08:30.667145,13253,16535,1397703499,0,70808,1,1185499,42,0,0,42,0,0,0,0,0
2025-08-27 14:08:30.667145,13019,13495,1397703499,0,70802,0,80215,25,3,20,2,0,0,0,0,0
2025-08-27 14:08:30.667145,13019,13524,1397703499,0,70807,0,106458,48,15,33,0,0,0,0,0,0
2025-08-27 14:08:30.667145,13120,13752,1397703499,0,59714,1,77282,2,0,0,2,0,0,0,0,0
2025-08-27 14:08:30.667145,13253,16544,1397703499,0,70045,1,75152,2,0,0,2,0,0,0,0,0
2025-08-27 14:08:30.667145,13120,13756,1397703499,0,70887,1,947777,35,0,0,35,0,0,0,0,0
2025-08-27 14:08:30.667145,12972,13527,1346981957,0,56613,1,157934,18,0,14,4,0,0,0,0,0
2025-08-27 14:08:30.667145,13095,13670,1397703499,0,59289,1,5882213,182,0,2,178,2,0,0,0,0
2025-08-27 14:08:30.667145,13019,13495,1346981957,0,56673,1,171315,26,5,13,8,0,0,0,0,0
2025-08-27 14:08:30.667145,12758,12874,1346981957,0,56673,0,357890,170,75,91,4,0,0,0,0,0
2025-08-27 14:08:30.667145,13019,13494,1397703499,0,70807,1,641644,17,0,0,17,0,0,0,0,0
2025-08-27 14:08:30.667145,12825,12914,1346981957,0,56711,0,199019,76,30,43,3,0,0,0,0,0
2025-08-27 14:08:30.667145,13253,16537,1397703499,0,70045,1,153590,4,0,0,4,0,0,0,0,0
2025-08-27 14:08:30.667145,13253,16536,1397703499,0,70045,1,104589,3,0,0,3,0,0,0,0,0
2025-08-27 14:08:31.667145,13192,13201,1346981957,0,57676,0,141191,72,34,35,3,0,0,0,0,0
2025-08-27 14:08:31.667145,13019,13494,1397703499,0,59600,0,236463,64,13,47,4,0,0,0,0,0
2025-08-27 14:08:31.667145,13019,13494,1397703499,0,59713,1,556934,16,0,0,16,0,0,0,0,0
2025-08-27 14:08:31.667145,13019,13524,1397703499,0,59392,0,95171,30,5,24,1,0,0,0,0,0
2025-08-27 14:08:31.667145,13019,13019,1397703499,0,59600,1,1529898,48,0,0,48,0,0,0,0,0
2025-08-27 14:08:31.667145,13019,13019,1397703499,0,70802,0,103035,36,4,32,0,0,0,0,0,0
2025-08-27 14:08:31.667145,838,15305,16914836,0,5598,0,72463,44,20,23,1,0,0,0,0,0
2025-08-27 14:08:31.667145,13019,13495,1397703499,0,59713,1,563969,16,0,0,16,0,0,0,0,0
2025-08-27 14:08:31.667145,13019,13495,1397703499,0,70802,1,2919884,17,0,0,10,7,0,0,0,0
2025-08-27 14:08:31.667145,13019,13019,1397703499,0,59392,0,138330,46,15,29,2,0,0,0,0,0
2025-08-27 14:08:31.667145,12758,12874,16914836,0,5612,1,731812,89,9,62,18,0,0,0,0,0
2025-08-27 14:08:31.667145,13116,13757,1397703499,0,59699,0,304959,73,2,70,1,0,0,0,0,0
2025-08-27 14:08:31.667145,13449,13456,1397703499,0,70799,0,282171,72,7,63,2,0,0,0,0,0
2025-08-27 14:08:31.667145,13095,13671,1397703499,0,70082,1,310341,11,0,0,11,0,0,0,0,0
2025-08-27 14:08:31.667145,13120,13756,1397703499,0,59714,0,337316,73,6,65,2,0,0,0,0,0
2025-08-27 14:08:31.667145,13120,16577,1397703499,0,70887,1,2050399,44,0,0,42,2,0,0,0,0
2025-08-27 14:08:31.667145,838,15375,16914836,0,5598,0,89340,36,19,16,1,0,0,0,0,0
2025-08-27 14:08:31.667145,13253,16542,1397703499,0,70045,0,7774,5,1,4,0,0,0,0,0,0
2025-08-27 14:08:31.667145,13019,13495,1397703499,0,70802,0,104718,32,4,27,1,0,0,0,0,0
2025-08-27 14:08:31.667145,838,15375,1397703499,0,69608,1,47627,4,0,2,2,0,0,0,0,0
2025-08-27 14:08:31.667145,13019,13494,1397703499,0,59713,0,110463,33,14,16,3,0,0,0,0,0
2025-08-27 14:08:31.667145,13019,13524,1397703499,0,59555,1,3258118,100,0,0,99,1,0,0,0,0
2025-08-27 14:08:31.667145,13253,16538,1397703499,0,70045,1,113478,3,0,0,3,0,0,0,0,0
2025-08-27 14:08:31.667145,838,15305,16914836,0,5637,0,35667,20,9,10,1,0,0,0,0,0
2025-08-27 14:08:31.667145,838,12627,1397703499,0,57114,0,2522,1,0,1,0,0,0,0,0,0
2025-08-27 14:08:31.667145,13095,13669,1397703499,0,70082,1,818961,20,0,0,19,1,0,0,0,0
2025-08-27 14:08:31.667145,13019,13494,1397703499,0,59600,1,1256387,31,0,0,29,2,0,0,0,0
2025-08-27 14:08:31.667145,13253,16578,1397703499,0,70045,0,100186,21,0,19,2,0,0,0,0,0
2025-08-27 14:08:31.667145,838,12627,16914836,0,5622,0,97043,32,14,15,3,0,0,0,0,0
2025-08-27 14:08:31.667145,838,12627,16914836,0,5612,0,152613,86,44,40,2,0,0,0,0,0
2025-08-27 14:08:31.667145,838,15375,16914836,0,5612,0,47325,45,25,20,0,0,0,0,0,0
2025-08-27 14:08:31.667145,838,15375,16914836,0,6463,0,29874,12,5,7,0,0,0,0,0,0
2025-08-27 14:08:31.667145,13253,16537,1397703499,0,70045,1,203561,4,0,0,4,0,0,0,0,0
2025-08-27 14:08:31.667145,12972,13527,1346981957,0,56613,1,171847,18,0,12,6,0,0,0,0,0
2025-08-27 14:08:31.667145,12972,13530,1346981957,0,56613,1,140258,18,0,16,2,0,0,0,0,0
2025-08-27 14:08:31.667145,838,15305,16914836,0,5612,0,40165,38,23,15,0,0,0,0,0,0
2025-08-27 14:08:31.667145,13253,16542,1397703499,0,70045,1,192962,5,0,0,5,0,0,0,0,0
2025-08-27 14:08:31.667145,13253,16540,1397703499,0,70045,1,120344,3,0,0,3,0,0,0,0,0
2025-08-27 14:08:31.667145,13019,13494,1397703499,0,59392,0,78221,28,9,18,1,0,0,0,0,0
2025-08-27 14:08:31.667145,13449,13456,1397703499,0,70799,1,2551060,70,0,0,70,0,0,0,0,0
2025-08-27 14:08:31.667145,12972,13529,1346981957,0,56613,1,183754,18,0,12,6,0,0,0,0,0
2025-08-27 14:08:31.667145,13019,13495,1397703499,0,59392,0,145647,40,11,27,2,0,0,0,0,0
2025-08-27 14:08:31.667145,13019,13495,1397703499,0,59555,1,3132504,96,0,0,96,0,0,0,0,0
2025-08-27 14:08:31.667145,13116,16575,1346981957,0,56706,1,436241,36,0,12,24,0,0,0,0,0
2025-08-27 14:08:31.667145,13095,13670,1397703499,0,70082,0,204557,32,4,23,5,0,0,0,0,0
2025-08-27 14:08:31.667145,13019,13524,1397703499,0,70807,0,119594,36,9,25,2,0,0,0,0,0
2025-08-27 14:08:31.667145,13253,16543,1397703499,0,70045,1,79298,2,0,0,2,0,0,0,0,0
2025-08-27 14:08:31.667145,13120,16577,1346981957,0,56711,1,450582,36,0,9,27,0,0,0,0,0
2025-08-27 14:08:31.667145,13449,13456,1397703499,0,70801,0,1444337,133,21,104,7,1,0,0,0,0
2025-08-27 14:08:31.667145,12972,12972,1397703499,0,59601,1,6046007,179,0,0,177,2,0,0,0,0
2025-08-27 14:08:31.667145,838,12627,1397703499,0,69608,1,24970,2,0,1,1,0,0,0,0,0
2025-08-27 14:08:31.667145,13120,16577,1397703499,0,59714,1,1352724,36,0,0,35,1,0,0,0,0
2025-08-27 14:08:31.667145,16474,16474,1346981957,0,69629,1,158736,15,0,9,6,0,0,0,0,0
2025-08-27 14:08:31.667145,13019,13494,1397703499,0,70802,0,68860,16,0,15,1,0,0,0,0,0
2025-08-27 14:08:31.667145,13019,13524,1397703499,0,59713,1,580233,15,0,0,15,0,0,0,0,0
2025-08-27 14:08:31.667145,13253,16541,1397703499,0,70045,1,154242,4,0,0,4,0,0,0,0,0
2025-08-27 14:08:31.667145,12856,12856,1397703499,0,70049,0,161738,36,2,33,1,0,0,0,0,0
2025-08-27 14:08:31.667145,838,12627,16914836,0,5879,0,29850,28,15,13,0,0,0,0,0,0
2025-08-27 14:08:31.667145,13019,13495,1397703499,0,59713,0,132001,46,14,30,2,0,0,0,0,0
2025-08-27 14:08:31.667145,13019,13524,1397703499,0,59713,0,78313,31,8,23,0,0,0,0,0,0
2025-08-27 14:08:31.667145,13019,13494,1397703499,0,59555,0,1481730,204,49,123,31,1,0,0,0,0
2025-08-27 14:08:31.667145,12779,12814,16914836,0,5622,1,638545,36,0,21,14,1,0,0,0,0
2025-08-27 14:08:31.667145,13253,16535,1397703499,0,70808,0,205317,60,22,34,4,0,0,0,0,0
2025-08-27 14:08:31.667145,838,15375,1397703499,0,57324,0,1029,1,0,1,0,0,0,0,0,0
2025-08-27 14:08:31.667145,13019,13019,1397703499,0,70807,0,81977,38,10,28,0,0,0,0,0,0
2025-08-27 14:08:31.667145,13019,13019,1397703499,0,59392,1,637593,21,0,0,21,0,0,0,0,0
2025-08-27 14:08:31.667145,12972,12972,1397703499,0,59601,0,826392,147,1,135,11,0,0,0,0,0
2025-08-27 14:08:31.667145,13095,13671,1397703499,0,59289,0,1136540,164,40,104,17,3,0,0,0,0
2025-08-27 14:08:31.667145,838,12627,16914836,0,5637,0,75319,36,16,19,1,0,0,0,0,0
2025-08-27 14:08:31.667145,12720,12791,1346981957,0,56613,0,374259,144,51,88,5,0,0,0,0,0
2025-08-27 14:08:31.667145,12825,12914,16914836,0,5637,1,295327,36,0,28,8,0,0,0,0,0
2025-08-27 14:08:31.667145,13095,13666,1397703499,0,59289,0,2517705,323,70,205,44,4,0,0,0,0
2025-08-27 14:08:31.667145,13019,13495,1397703499,0,70807,1,666464,21,0,0,21,0,0,0,0,0
2025-08-27 14:08:31.667145,13095,13670,1397703499,0,59289,0,576612,144,40,89,15,0,0,0,0,0
2025-08-27 14:08:31.667145,13019,13494,1397703499,0,59392,1,650709,19,0,0,19,0,0,0,0,0
2025-08-27 14:08:31.667145,13095,13666,1397703499,0,70082,0,525196,60,12,40,7,1,0,0,0,0
2025-08-27 14:08:31.667145,13120,13756,1397703499,0,70887,1,780818,25,0,0,24,1,0,0,0,0
2025-08-27 14:08:31.667145,12972,13528,1346981957,0,56613,1,192403,18,0,11,7,0,0,0,0,0
2025-08-27 14:08:31.667145,838,15375,16914836,0,5637,0,21099,16,6,10,0,0,0,0,0,0
2025-08-27 14:08:31.667145,838,15375,1397703499,0,57963,0,2705,1,0,1,0,0,0,0,0,0
2025-08-27 14:08:31.667145,13095,13666,1397703499,0,59289,1,4759014,159,0,0,158,1,0,0,0,0
2025-08-27 14:08:31.667145,13019,13524,1397703499,0,70807,1,710493,15,0,0,14,1,0,0,0,0
2025-08-27 14:08:31.667145,13095,13669,1397703499,0,59289,1,3954861,134,0,1,132,1,0,0,0,0
2025-08-27 14:08:31.667145,13253,16535,1397703499,0,70045,0,50141,15,0,15,0,0,0,0,0,0
2025-08-27 14:08:31.667145,13019,13019,1397703499,0,70802,1,3625197,27,0,0,17,10,0,0,0,0
2025-08-27 14:08:31.667145,13253,16535,1397703499,0,70808,1,1059631,26,0,0,25,1,0,0,0,0
2025-08-27 14:08:31.667145,838,15305,16914836,0,5879,0,27367,20,10,10,0,0,0,0,0,0
2025-08-27 14:08:31.667145,13253,16536,1397703499,0,70045,0,5098,4,1,3,0,0,0,0,0,0
2025-08-27 14:08:31.667145,13019,13495,1346981957,0,56673,1,329358,33,1,20,12,0,0,0,0,0
2025-08-27 14:08:31.667145,13019,13019,1397703499,0,59713,0,106940,32,8,22,2,0,0,0,0,0
2025-08-27 14:08:31.667145,13253,16544,1397703499,0,70045,1,113366,3,0,0,3,0,0,0,0,0
2025-08-27 14:08:31.667145,13095,13670,1397703499,0,70082,1,286313,9,0,0,9,0,0,0,0,0
2025-08-27 14:08:31.667145,13019,13495,1397703499,0,70807,0,95879,43,15,28,0,0,0,0,0,0
2025-08-27 14:08:31.667145,16474,16474,1397703499,0,69758,1,1936429,36,0,0,36,0,0,0,0,0
2025-08-27 14:08:31.667145,13253,16579,1397703499,0,70808,0,45620,20,8,12,0,0,0,0,0,0
2025-08-27 14:08:31.667145,13019,13524,1397703499,0,59392,1,502678,13,0,0,13,0,0,0,0,0
2025-08-27 14:08:31.667145,12779,12814,1346981957,0,56706,0,159648,72,30,40,2,0,0,0,0,0
2025-08-27 14:08:31.667145,13253,16578,1397703499,0,70808,0,184936,64,25,38,1,0,0,0,0,0
2025-08-27 14:08:31.667145,13253,16535,1346981957,0,57676,1,205712,17,0,11,6,0,0,0,0,0
2025-08-27 14:08:31.667145,13095,13669,1397703499,0,59289,0,925552,202,50,129,23,0,0,0,0,0
2025-08-27 14:08:31.667145,13120,13756,1397703499,0,59714,1,1061034,34,0,0,34,0,0,0,0,0
2025-08-27 14:08:31.667145,13120,13752,1397703499,0,59714,1,52458,2,0,0,2,0,0,0,0,0
2025-08-27 14:08:31.667145,13253,16544,1397703499,0,70045,0,6492,4,0,4,0,0,0,0,0,0
2025-08-27 14:08:31.667145,16451,16481,1346981957,0,69629,0,23823,25,14,11,0,0,0,0,0,0
2025-08-27 14:08:31.667145,13019,13019,1346981957,0,56673,1,281399,35,1,22,12,0,0,0,0,0
2025-08-27 14:08:31.667145,13253,16538,1397703499,0,70045,0,4218,3,0,3,0,0,0,0,0,0
2025-08-27 14:08:31.667145,13253,16578,1346981957,0,57676,1,196184,19,0,13,6,0,0,0,0,0
2025-08-27 14:08:31.667145,838,15375,1397703499,0,56843,0,2314,1,0,1,0,0,0,0,0,0
2025-08-27 14:08:31.667145,13019,13019,1397703499,0,59600,0,794074,109,15,76,17,1,0,0,0,0
2025-08-27 14:08:31.667145,838,15375,16914836,0,5622,0,18627,14,6,8,0,0,0,0,0,0
2025-08-27 14:08:31.667145,838,12627,1397703499,0,56168,0,2802,1,0,1,0,0,0,0,0,0
2025-08-27 14:08:31.667145,13120,13752,1397703499,0,70887,1,56220,2,0,0,2,0,0,0,0,0
2025-08-27 14:08:31.667145,12856,12856,1397703499,0,70049,1,1194686,36,0,0,36,0,0,0,0,0
2025-08-27 14:08:31.667145,13253,16539,1397703499,0,70045,1,141487,3,0,0,3,0,0,0,0,0
2025-08-27 14:08:31.667145,13095,13671,1397703499,0,70082,0,196097,30,9,14,7,0,0,0,0,0
2025-08-27 14:08:31.667145,13019,13524,1397703499,0,70802,0,98701,25,2,21,2,0,0,0,0,0
2025-08-27 14:08:31.667145,13253,16545,1397703499,0,70045,1,183322,5,0,0,5,0,0,0,0,0
2025-08-27 14:08:31.667145,838,15305,16914836,0,5622,0,43331,26,10,16,0,0,0,0,0,0
2025-08-27 14:08:31.667145,12720,12791,16914836,0,5598,1,555689,72,1,57,14,0,0,0,0,0
2025-08-27 14:08:31.667145,16451,16481,16914836,0,6463,1,37300,13,3,10,0,0,0,0,0,0
2025-08-27 14:08:31.667145,838,12627,16914836,0,6463,0,1949,3,2,1,0,0,0,0,0,0
2025-08-27 14:08:31.667145,13120,13753,1397703499,0,70887,1,50208,2,0,0,2,0,0,0,0,0
2025-08-27 14:08:31.667145,13019,13524,1346981957,0,56673,1,200885,21,1,13,7,0,0,0,0,0
2025-08-27 14:08:31.667145,13095,13666,1397703499,0,70082,1,939459,26,0,0,26,0,0,0,0,0
2025-08-27 14:08:31.667145,838,15375,16914836,0,5879,0,70013,24,12,11,1,0,0,0,0,0
2025-08-27 14:08:31.667145,13019,13495,1397703499,0,59392,1,643384,19,0,0,19,0,0,0,0,0
2025-08-27 14:08:31.667145,13253,16536,1397703499,0,70045,1,183223,4,0,0,4,0,0,0,0,0
2025-08-27 14:08:31.667145,12825,12914,1346981957,0,56711,0,142348,72,30,41,1,0,0,0,0,0
2025-08-27 14:08:31.667145,13019,13524,1397703499,0,59600,0,363093,67,15,42,10,0,0,0,0,0
2025-08-27 14:08:31.667145,13095,13671,1397703499,0,59289,1,3952095,103,0,4,97,2,0,0,0,0
2025-08-27 14:08:31.667145,13019,13524,1397703499,0,70802,1,2617425,18,0,0,9,9,0,0,0,0
2025-08-27 14:08:31.667145,12758,12874,1346981957,0,56673,0,468466,170,74,88,8,0,0,0,0,0
2025-08-27 14:08:31.667145,13019,13019,1397703499,0,59713,1,781920,25,0,0,25,0,0,0,0,0
2025-08-27 14:08:31.667145,13120,13753,1397703499,0,70887,0,23886,2,0,1,1,0,0,0,0,0
2025-08-27 14:08:31.667145,13253,16539,1397703499,0,70045,0,5521,3,0,3,0,0,0,0,0,0
2025-08-27 14:08:31.667145,13019,13494,1346981957,0,56673,1,165750,19,1,11,7,0,0,0,0,0
2025-08-27 14:08:31.667145,13253,16540,1397703499,0,70045,0,5381,3,0,3,0,0,0,0,0,0
2025-08-27 14:08:31.667145,16436,16443,7377,142606338,5,1,503371,6,0,2,2,2,0,0,0,0
2025-08-27 14:08:31.667145,13019,13495,1397703499,0,59600,1,1329585,36,0,0,35,1,0,0,0,0
2025-08-27 14:08:31.667145,13116,13757,1397703499,0,59699,1,2809722,72,0,0,72,0,0,0,0,0
2025-08-27 14:08:31.667145,13019,13019,1397703499,0,59555,0,1665466,282,75,169,37,1,0,0,0,0
2025-08-27 14:08:31.667145,13019,13524,1397703499,0,59600,1,1081495,32,0,0,32,0,0,0,0,0
2025-08-27 14:08:31.667145,13019,13494,1397703499,0,70802,1,631701,11,0,0,10,1,0,0,0,0
2025-08-27 14:08:31.667145,13019,13019,1397703499,0,70807,1,900219,22,0,0,22,0,0,0,0,0
2025-08-27 14:08:31.667145,838,12627,16914836,0,5598,0,124844,64,29,32,3,0,0,0,0,0
2025-08-27 14:08:31.667145,13253,16579,1397703499,0,70808,1,189176,7,0,0,7,0,0,0,0,0
2025-08-27 14:08:31.667145,13253,16543,1397703499,0,70045,0,3098,4,2,2,0,0,0,0,0,0
2025-08-27 14:08:31.667145,13019,13494,1397703499,0,70807,0,66706,26,4,22,0,0,0,0,0,0
2025-08-27 14:08:31.667145,16474,16474,1397703499,0,69758,0,1629280,135,3,94,37,1,0,0,0,0
2025-08-27 14:08:31.667145,838,15375,1397703499,0,58241,0,2400,1,0,1,0,0,0,0,0,0
2025-08-27 14:08:31.667145,13019,13494,1397703499,0,59555,1,3071729,102,0,0,102,0,0,0,0,0
2025-08-27 14:08:31.667145,13095,13670,1397703499,0,59289,1,2962792,96,0,1,94,1,0,0,0,0
2025-08-27 14:08:31.667145,16436,16443,1397703499,0,69679,0,61660,11,5,4,2,0,0,0,0,0
2025-08-27 14:08:31.667145,13095,13669,1397703499,0,70082,0,107232,24,5,16,3,0,0,0,0,0
2025-08-27 14:08:31.667145,13192,13201,16914836,0,5879,1,340078,36,0,23,13,0,0,0,0,0
2025-08-27 14:08:31.667145,838,12627,1397703499,0,56146,0,2866,1,0,1,0,0,0,0,0,0
2025-08-27 14:08:31.667145,13019,13019,1397703499,0,59555,1,4950237,166,0,1,165,0,0,0,0,0
2025-08-27 14:08:31.667145,13019,13494,1397703499,0,70807,1,451270,14,0,0,14,0,0,0,0,0
2025-08-27 14:08:31.667145,13449,13456,1397703499,0,70801,1,1523626,36,0,0,36,0,0,0,0,0
2025-08-27 14:08:31.667145,13253,16545,1397703499,0,70045,0,16501,4,1,2,1,0,0,0,0,0
2025-08-27 14:08:31.667145,13019,13495,1397703499,0,59555,0,1675070,207,44,132,27,4,0,0,0,0
2025-08-27 14:08:31.667145,13253,16578,1397703499,0,70808,1,1328559,39,0,0,39,0,0,0,0,0
2025-08-27 14:08:31.667145,13019,13524,1397703499,0,59555,0,735452,167,47,105,15,0,0,0,0,0
2025-08-27 14:08:31.667145,13253,16541,1397703499,0,70045,0,5426,3,0,3,0,0,0,0,0,0
2025-08-27 14:08:31.667145,13120,13756,1397703499,0,70887,0,317439,38,1,29,8,0,0,0,0,0
2025-08-27 14:08:31.667145,13019,13495,1397703499,0,59600,0,581826,85,14,58,12,1,0,0,0,0
2025-08-27 14:08:31.667145,13120,16577,1397703499,0,70887,0,176318,26,1,22,3,0,0,0,0,0
2025-08-27 14:08:31.667145,13253,16537,1397703499,0,70045,0,4319,3,0,3,0,0,0,0,0,0
2025-08-27 14:08:32.667145,13253,16578,1397703499,0,70808,1,483010,18,0,1,17,0,0,0,0,0
2025-08-27 14:08:32.667145,13095,13671,1397703499,0,70082,1,569454,21,0,0,21,0,0,0,0,0
2025-08-27 14:08:32.667145,13253,16540,1397703499,0,70045,0,6087,4,0,4,0,0,0,0,0,0
2025-08-27 14:08:32.667145,13253,16535,1397703499,0,70808,1,397548,15,0,0,15,0,0,0,0,0
2025-08-27 14:08:32.667145,13019,13495,1397703499,0,70807,0,227431,48,16,31,0,1,0,0,0,0
2025-08-27 14:08:32.667145,838,15305,16914836,0,5622,0,27426,16,7,9,0,0,0,0,0,0
2025-08-27 14:08:32.667145,13253,16542,1397703499,0,70045,1,150757,3,0,0,3,0,0,0,0,0
2025-08-27 14:08:32.667145,13019,13524,1397703499,0,70802,1,914472,18,0,0,18,0,0,0,0,0
2025-08-27 14:08:32.667145,13095,13671,1397703499,0,70082,0,255547,43,10,25,8,0,0,0,0,0
2025-08-27 14:08:32.667145,13449,13456,1397703499,0,70801,0,1190939,127,7,91,28,1,0,0,0,0
2025-08-27 14:08:32.667145,13253,16537,1397703499,0,70045,1,122841,3,0,0,3,0,0,0,0,0
2025-08-27 14:08:32.667145,838,15305,16914836,0,5637,0,22678,18,8,10,0,0,0,0,0,0
2025-08-27 14:08:32.667145,13019,13524,1397703499,0,70807,1,626867,19,0,0,19,0,0,0,0,0
2025-08-27 14:08:32.667145,13019,13019,1397703499,0,59555,1,4738139,164,0,1,163,0,0,0,0,0
2025-08-27 14:08:32.667145,13019,13524,1346981957,0,56673,1,476890,31,1,20,9,1,0,0,0,0
2025-08-27 14:08:32.667145,13019,13494,1397703499,0,59555,0,611928,127,35,80,11,1,0,0,0,0
2025-08-27 14:08:32.667145,13253,16535,1397703499,0,70045,0,43976,13,1,12,0,0,0,0,0,0
2025-08-27 14:08:32.667145,13095,13666,1397703499,0,70082,0,234822,54,17,30,7,0,0,0,0,0
2025-08-27 14:08:32.667145,12972,13528,1346981957,0,56613,1,151077,18,0,12,6,0,0,0,0,0
2025-08-27 14:08:32.667145,13019,13019,1397703499,0,59713,0,193651,46,9,34,3,0,0,0,0,0
2025-08-27 14:08:32.667145,13253,16579,1346981957,0,57676,1,633033,17,0,8,8,1,0,0,0,0
2025-08-27 14:08:32.667145,13019,13495,1346981957,0,56673,1,229628,29,2,19,8,0,0,0,0,0
2025-08-27 14:08:32.667145,13019,13495,1397703499,0,59600,0,661535,100,24,60,15,1,0,0,0,0
2025-08-27 14:08:32.667145,13019,13495,1397703499,0,59713,1,577689,18,0,0,18,0,0,0,0,0
2025-08-27 14:08:32.667145,838,15305,16914836,0,5879,0,15109,16,9,7,0,0,0,0,0,0
2025-08-27 14:08:32.667145,13019,13495,1397703499,0,70802,1,2845464,14,0,0,12,1,1,0,0,0
2025-08-27 14:08:32.667145,12720,12791,16914836,0,5598,1,294461,40,0,34,6,0,0,0,0,0
2025-08-27 14:08:32.667145,838,15375,16914836,0,5637,0,153574,30,14,15,0,1,0,0,0,0
2025-08-27 14:08:32.667145,13120,13756,1397703499,0,59714,1,838297,34,0,0,34,0,0,0,0,0
2025-08-27 14:08:32.667145,838,12627,16914836,0,5598,0,72397,52,23,28,1,0,0,0,0,0
2025-08-27 14:08:32.667145,13019,13019,1397703499,0,59555,0,1205146,275,73,169,33,0,0,0,0,0
2025-08-27 14:08:32.667145,13120,16577,1397703499,0,70887,1,1779559,51,0,0,51,0,0,0,0,0
2025-08-27 14:08:32.667145,13019,13494,1397703499,0,70802,1,1222468,12,0,0,9,3,0,0,0,0
2025-08-27 14:08:32.667145,13019,13019,1397703499,0,70807,0,115524,48,13,35,0,0,0,0,0,0
2025-08-27 14:08:32.667145,13253,16539,1397703499,0,70045,1,107401,3,0,0,3,0,0,0,0,0
2025-08-27 14:08:32.667145,13449,13456,1397703499,0,70799,0,304746,74,4,67,3,0,0,0,0,0
2025-08-27 14:08:32.667145,13253,16535,1346981957,0,57676,1,161799,13,0,7,6,0,0,0,0,0
2025-08-27 14:08:32.667145,12720,13144,16914836,0,5598,1,251568,30,0,22,8,0,0,0,0,0
2025-08-27 14:08:32.667145,13019,13495,1397703499,0,70802,0,85445,29,2,27,0,0,0,0,0,0
2025-08-27 14:08:32.667145,13095,13669,1397703499,0,70082,0,122371,22,4,14,4,0,0,0,0,0
2025-08-27 14:08:32.667145,13120,13756,1397703499,0,59714,0,428431,73,2,65,6,0,0,0,0,0
2025-08-27 14:08:32.667145,838,12627,16914836,0,5612,0,77255,58,31,26,1,0,0,0,0,0
2025-08-27 14:08:32.667145,13019,13524,1397703499,0,59713,0,159672,40,11,27,2,0,0,0,0,0
2025-08-27 14:08:32.667145,13019,13494,1397703499,0,59600,0,419576,35,4,23,7,1,0,0,0,0
2025-08-27 14:08:32.667145,12758,12877,16914836,0,5612,1,263215,33,4,23,6,0,0,0,0,0
2025-08-27 14:08:32.667145,838,15375,1397703499,0,57771,0,2296,1,0,1,0,0,0,0,0,0
2025-08-27 14:08:32.667145,13019,13494,1397703499,0,70802,0,38198,14,1,13,0,0,0,0,0,0
2025-08-27 14:08:32.667145,13019,13495,1397703499,0,70807,1,915223,24,0,0,24,0,0,0,0,0
